id,title,abstract,final_decision
1885,Scalable Architectures to Support Sustainable Advanced Information Technologies,"Advanced computing resources are requested by different interest groups, with the acceleration of digital transformation generated both by the pandemic and by the explosive increase in available information. Data centers have increased significantly over the past years to answer this demand but are now facing energy efficiency issues and performance requirements. Renewable energy is a promising solution by supplying local energy, but this power generation is reduced, intermittent, and requires changing how computation and data storage is managed. Edge/Fog computing is a promising solution to latency concerns proximity to data centers; however, this solution often extends existing clouds, imposing no specific principles to reduce energy and greenhouse emissions. This paper discusses challenges of a scalable architecture to support sustainable advanced information technology requirements inspired by the circular economy characteristics. The architecture has to keep rethinking computation, optimizing deployment, and regenerating energy.",
1909,Towards Extreme and Sustainable Graph Processing for Urgent Societal Challenges in Europe,"The Graph-Massivizer project, funded by the Horizon Europe research and innovation program, researches and develops a high-performance, scalable, and sustainable platform for information processing and reasoning based on the massive graph (MG) representation of extreme data. It delivers a toolkit of five open-source software tools and FAIR graph datasets covering the sustainable lifecycle of processing extreme data as MGs. The tools focus on holistic usability (from extreme data ingestion and MG creation), automated intelligence (through analytics and reasoning), performance modelling, and environmental sustainability tradeoffs, supported by credible data-driven evidence across the computing continuum. The automated operation uses the emerging serverless computing paradigm for efficiency and event responsiveness. Thus, it supports experienced and novice stakeholders from a broad group of large and small organisations to capitalise on extreme data through MG programming and processing. Graph-Massivizer validates its innovation on four complementary use cases considering their extreme data properties and coverage of the three sustainability pillars (economy, society, and environment): sustainable green finance, global environment protection foresight, green AI for the sustainable automotive industry, and data centre digital twin for exascale computing. Graph-Massivizer promises 70\% more efficient analytics than AliGraph, and 30 \% improved energy awareness for extract, transform and load storage operations than Amazon Redshift. Furthermore, it aims to demonstrate a possible two-fold improvement in data centre energy efficiency and over 25 \% lower greenhouse gas emissions for basic graph operations.",
1937,Sizing renewable energy microgrids for supercomputing centers using particle swarm optimization,"High-performance computing (HPC) centers face growing challenges in managing energy consumption, operational costs, and environmental impact due to their continuous, high-density loads. This study presents a data-driven optimization framework for sizing hybrid renewable energy microgrids tailored to the specific demands of HPC facilities. Using one-minute resolution data collected over a full year from the Data Analysis and Supercomputing Center (CADS) at the Universidad de Guadalajara, we applied Particle Swarm Optimization (PSO) to determine the optimal number of photovoltaic (PV) panels and wind turbines. The optimization simultaneously minimizes total system cost, energy deficit, and operational penalties under strict reliability constraints. Results show that a PV-only system comprising 960 panels (no wind turbines) yields the optimal configuration, covering 75\% of the annual energy demand. The solution achieves a Levelized Cost of Energy (LCOE) of 1.42 MXN/kWh and a payback period of 7.8 years. Due to low average wind speeds (2.1 m/s), wind turbines were excluded. A comparative validation using a Genetic Algorithm (GA) confirmed the robustness of the PSO solution, with a cost deviation below 1.3\%. This study highlights the importance of high-resolution real-world data and site-specific modeling in optimizing microgrids for mission-critical environments. The proposed framework is generalizable and supports informed decision-making for renewable integration in data-intensive infrastructure. \textcopyright 2026",
1975,Sustainable Swarm Intelligence: Assessing Carbon-Aware Optimization in High-Performance AI Systems,"Carbon-aware AI demands clear links between algorithmic choices and verified emission outcomes. This study measures and steers the carbon footprint of swarm-based optimization in HPC by coupling a job-level Emission Impact Metric with sub-minute power and grid-intensity telemetry. Across 480 runs covering 41 algorithms, we report grams CO<sub>2</sub> per successful optimisation and an efficiency index (Formula presented.) (objective gain per kg CO<sub>2</sub>). Results show faster swarms achieve lower integral energy: Particle Swarm emits 24.9 g CO<sub>2</sub> per optimum versus 61.3 g for GridSearch on identical hardware; Whale and Cuckoo approach the best (Formula presented.) frontier, while L-SHADE exhibits front-loaded power spikes. Conservative scale factor schedules and moderate populations reduce emissions without degrading fitness; idle-node suppression further cuts leakage. Agreement between CodeCarbon, MLCO2, and vendor telemetry is within 1.8\%, supporting reproducibility. The framework offers auditable, runtime controls (throttle/hold/release) that embed carbon objectives without violating solution quality budgets. \textcopyright 2025 by the authors.",
1980,AI-driven cooling technologies for high-performance data centres: state-of-the-art review and future directions,"The increasing computational demands of artificial intelligence (AI), high-performance computing (HPC), and hyperscale cloud platforms are placing significant thermal and energy pressures on data centre infrastructure. Traditional air-based cooling systems are increasingly inadequate for managing these loads, prompting a transition toward more efficient, scalable, and sustainable alternatives. This study presents a comprehensive, system-wide review of next-generation cooling technologies, including direct liquid cooling, immersion cooling, two-phase systems, spray and jet impingement cooling, and heat pipe-based solutions. Unlike previous reviews focused on component-level or single-technology evaluations, this study integrates technical performance, commercial readiness, and environmental impact across diverse deployment conditions. A detailed comparative framework synthesises thermal efficiency, scalability, and water usage across air, liquid, and hybrid systems. Special attention is given to commercially mature solutions such as RDHx and cold plate DLC, while the feasibility of emerging methods like AI-driven cooling, phase-change materials, and thermoelectric technologies is evaluated. The review further explores heat reuse potential and ESG-aligned design strategies critical to decarbonising digital infrastructure. By mapping trade-offs across performance, cost, and sustainability, this study offers actionable insights for data centre operators, designers, and policy stakeholders navigating the path to high-efficiency, AI-ready cooling. \textcopyright 2025 The Author(s)",
2006,Large-scale HPC approaches and applications on highly distributed platforms,"The ever-increasing complexity of scientific and industrial challenges due to the enormous amount of data available nowadays requires advanced high-performance computing (HPC) solutions capable of processing and analyzing data efficiently on highly distributed platforms. Traditional centralized HPC systems frequently fall short of the demands of contemporary large-scale applications (e.g., large language models), prompting a move towards more flexible and scalable distributed computing environments. Furthermore, the growing emphasis on the environmental impact of large-scale computing has highlighted the need for sustainable computing practices that minimize energy consumption and carbon footprint. This special issue targets contributions that investigate both the challenges and the opportunities arising from this evolution. The accepted articles highlight enhancements in five key areas: (i) HPC in the cloud continuum, (ii) heterogeneous HPC architectures, performance tools, and programming models, (iii) parallel and distributed algorithms and applications, (iv) data management and storage systems, and (v) sustainable and energy-efficient HPC systems. In total, 29 submissions were received, and 20 papers were selected after a rigorous peer-review process. Collectively, these contributions provide a representative snapshot of current research efforts towards resilient, efficient, and sustainable HPC approaches and applications on highly distributed platforms. \textcopyright 2025 Elsevier B.V. All rights are reserved, including those for text and data mining, AI training, and similar technologies.",
2010,F-DATA: A Fugaku Workload Dataset for Job-centric Predictive Modelling in HPC Systems,"In the last decades, High Performance Computing (HPC) systems have accelerated scientific discoveries and innovations across different domains, from epidemic studies to climate science. For sustainable development of HPC systems, it is fundamental to address their environmental impact regarding carbon footprint emission and energy requirement, while ensuring high system throughput. Analyzing and predicting HPC job execution characteristics is instrumental in developing workload management strategies to simultaneously optimize the system throughput and minimize the environmental impact. However, model development for accurate predictions is hindered by lack of voluminous public datasets. In this paper, we present F-DATA, a public dataset containing the information of around 24 million jobs executed on Fugaku, the most powerful supercomputer during the data collection phase. The data contains an extensive set of features, allowing for a multitude of job characteristics prediction. The sensitive job data appears both in anonymized and irreversibly encoded versions. The encoding is based on a Natural Language Processing model and retains sensitive but useful job information for prediction purposes without violating privacy concerns. \textcopyright The Author(s) 2025.",
2041,Computing Challenges for the Einstein Telescope project,"The discovery of gravitational waves, first observed in September 2015 following the merger of a binary black hole system, has already revolutionised our understanding of the Universe. This was further enhanced in August 2017, when the coalescence of a binary neutron star system was observed both with gravitational waves and a variety of electromagnetic counterparts; this joint observation marked the beginning of gravitational multimessenger astronomy. The Einstein Telescope, a proposed next-generation ground-based gravitational-wave observatory, will dramatically increase the sensitivity to sources: the number of observations of gravitational waves is expected to increase from roughly 100 per year to roughly 100'000 per year, and signals may be visible for hours at a time, given the low frequency cutoff of the planned instrument. This increase in the number of observed events, and the duration with which they are observed, is hugely beneficial to the scientific goals of the community but poses a number of significant computing challenges. Moreover, the currently used computing algorithms do not scale to this new environment, both in terms of the amount of resources required and the speed with which each signal must be characterised. This contribution will discuss the Einstein Telescope's computing challenges, and the activities that are underway to prepare for them. Available computing resources and technologies will greatly evolve in the years ahead, and those working to develop the Einstein Telescope data analysis algorithms will need to take this into account. It will also be important to factor into the initial development of the experiment's computing model the availability of huge parallel HPC systems and ubiquitous Cloud computing; the design of the model will also, for the first time, include the environmental impact as one of the optimisation metrics. \textcopyright The Authors, published by EDP Sciences.",
2067,"Power monitoring and control for large scale projects: SKA, a case study","Large sensor-based science infrastructures for radio astronomy like the SKA will be among the most intensive datadriven projects in the world, facing very high demanding computation, storage, management, and above all power demands. The geographically wide distribution of the SKA and its associated processing requirements in the form of tailored High Performance Computing (HPC) facilities, require a Greener approach towards the Information and Communications Technologies (ICT) adopted for the data processing to enable operational compliance to potentially strict power budgets. Addressing the reduction of electricity costs, improve system power monitoring and the generation and management of electricity at system level is paramount to avoid future inefficiencies and higher costs and enable fulfillments of Key Science Cases. Here we outline major characteristics and innovation approaches to address power efficiency and long-term power sustainability for radio astronomy projects, focusing on Green ICT for science and Smart power monitoring and control. \textcopyright 2016 SPIE.",
2076,The digital revolution of Earth-system science,"Computational science is crucial for delivering reliable weather and climate predictions. However, despite decades of high-performance computing experience, there is serious concern about the sustainability of this application in the post-Moore/Dennard era. Here, we discuss the present limitations in the field and propose the design of a novel infrastructure that is scalable and more adaptable to future, yet unknown computing architectures. \textcopyright 2021, Springer Nature America, Inc.",
2082,The Emerging Challenge of variable Capacity Scheduling,"This book focuses on managing and allocating resources in the new age of renewable power generation. High-performance computing platforms, data centers and cloud computing environments all experience fluctuating capacity over time due to external factors like weather patterns or grid conditions. From a computing perspective, the goal is to optimize resource utilization and minimize disruptions by dynamically adjusting job scheduling and resource allocation strategies in response to these capacity variations. From a societal perspective, the opportunity is to enhance sustainability efforts and to minimize the environmental impact of computing. \textcopyright selection and editorial matter, Anne Benoit, Andrew A. Chien, and Yves Robert; individual; chapters, the contributors.",
2107,CommC: A Multi-Purpose COMModity Hardware Cluster,"The high costs of acquiring and maintaining high-performance computing (HPC) resources pose significant barriers for medium-sized enterprises and educational institutions, often forcing them to rely on expensive cloud-based solutions with recurring costs. This paper introduces CommC, a multi-purpose commodity hardware cluster designed to reduce operational expenses and extend hardware lifespan by repurposing underutilized computing resources. By integrating virtualization (KVM and Proxmox) and containerization (Kubernetes and Docker), CommC creates a scalable, secure, and cost-efficient computing environment. The proposed system enables seamless resource sharing, ensuring high availability and fault tolerance for both containerized and virtualized workloads. To demonstrate its versatility, we deploy big data engines like Apache Spark alongside traditional web services, showcasing CommC's ability to support diverse workloads efficiently. Our cost analysis reveals that CommC reduces computing expenses by up to 77.93\% compared to cloud-based alternatives while also mitigating e-waste accumulation by extending the lifespan of existing hardware. This significantly improves environmental sustainability compared to cloud providers, where frequent hardware turnover contributes to rising carbon emissions. This research contributes to the fields of cloud computing, resource management, and sustainable IT infrastructure by providing a replicable, adaptable, and financially viable alternative to traditional cloud-based solutions. Future work will focus on automating resource allocation, enhancing real-time monitoring, and integrating advanced security mechanisms to further optimize performance and usability. \textcopyright 2025 by the authors.",
2118,Stretching Supercomputers to the Limit: The race is on to build the world's first 'exascale' machines. but the technological challenge is immense.,,
2123,Optimizing the Impact of Upgrading Computer Equipment,"Upgrading hardware platforms and infrastructure, such as personal computers, servers, or supercomputers, suffer from a tension when it comes to carbon neutrality. Increasing performances are an incentive for fast renewal, while manufacturing environmental costs urge us to extend as much as possible the lifetime of devices. Thus, carbon neutrality seems to be difficult to reach. In this article, we propose a theoretical model with an implementation available online. We study a refreshment of only the CPU and we try to answer quantitatively the question 'what is the optimal point for which we may tend to carbon neutrality'? Our approach tackles a model of the greenhouse gas emissions, the primary energy and the monetary cost of two parameters that vary country by country: the use of a microprocessor, and its fabrication. We investigated three different renewal scenarios comparing two and three CPU versions: (1) maintaining a constant workload capacity, (2) maintaining the amount of processor cores fixed, and (3) keeping the amount of microprocessors fixed. Our results suggest that the most efficient solution (i.e with the lowest impacts) is to replace the entire batch of CPUs with the newer batch as soon as possible, which backs up the idea that modular replacement of hardware components is worth studying to help optimizing the impacts of computer equipment in general. \textcopyright 2024 IEEE.",
2129,Environmentally opportunistic computing: Computation as catalyst for sustainable design,"Environmentally Opportunistic Computing (EOC) is a sustainable computing concept that capitalizes on the physical and temporal mobility of modern computer processes and enables distributed computing hardware to be integrated into a facility - or network of facilities - to optimize the consumption of computational waste heat in the built environment. The first implementation of EOC is the prototype Green Cloud Project at Notre Dame, where waste heat from computing hardware is used to offset the heating demands of the parent facility. EOC performs as a ""system-source"" thermal system, with the capability to create heat where it is locally required, to utilize energy when and where it is least expensive, and to minimize a building's overall energy consumption. Instead of expanding active measures (i.e. mechanical systems) to contend with thermal demands, the EOC concept utilizes existing high performance computing and information communications technology coupled with system controls to enable energy hungry, heat producing data systems to become service providers to a building while concurrently utilizing aspects of a building's HVAC infrastructure to cool the machines; essentially, the building receives 'free' heat, and the machines receive free' cooling. In this work, we present the vision of EOC and the current performance capabilities of the Green Cloud prototype from in situ measurements. Recognizing EOCs potential to achieve a new paradigm for sustainable building, the research also begins to explore the integration of EOC at the building scale, acknowledging concept-critical collaboration required between architects, computational hardware and software owners, and building systems engineers. \textcopyright 2011 ASHRAE.",
2136,itwinai: Enabling Scalable AI Workflows on HPC for Digital Twins in Science,"itwinai is a Python library designed to facilitate scalable AI workflows on High-Performance Computing (HPC) systems. By abstracting complex engineering tasks, it reduces overhead and enables seamless scaling of AI models across diverse infrastructures. Deployed on HPC systems, such as J\""ulich and Vega, itwinai allows users to switch between distributed machine learning (ML) frameworks, including PyTorch DDP, DeepSpeed, and Horovod, through a unified interface. The library integrates mechanisms for profiling computational efficiency, tracking key metrics, such as GPU utilization and power consumption, and optimizing hyperparameters at scale. Additionally, it provides transparent offloading of compute-intensive tasks from the cloud to HPC systems and supports model and pipeline parallelism to accommodate large-scale models. A continuous integration and deployment pipeline ensures reproducibility and compatibility across environments. In the interTwin project, itwinai has been utilized in physics and climate research use cases, demonstrating its potential to enhance sustainability and computational efficiency. Its integration with leading scientific computing centers highlights its role in advancing AI-driven digital twins and addressing large-scale scientific challenges. \textcopyright The Authors, published by EDP Sciences.",
2156,Societal Impacts of Scheduling in HPC and Datacenters,"Our objective within this chapter is to clarify the environmental impacts of HPC platforms and Data Centers. On the first side, these domains contribute significantly to carbon emissions. The total weight of both domains is increasing in absolute terms more rapidly than the gains in energy efficiency. Furthermore, the impact is not just on HPC applications or digital cloud services by themselves, but on the entire ecosystem enabled by digital technology today. On the other side, HPC is helping to reduce the overall environmental footprint in other sectors. Thus, we need to consider the trade-off between the benefits of applications and services and their environmental cost. This is a difficult task since digital technologies are most often hidden and then considered as virtual by the majority of people. In addition, this chapter shows how to develop good practices for energy-efficient architectures and softwares. In particular, we present lifecycle analyses, which make it possible to take everything into account in the carbon footprint, including materiality. One of the fundamental points in our study is to look beyond direct effects and to consider rebound effects when designing new services and applications. \textcopyright selection and editorial matter, Anne Benoit, Andrew A. Chien, and Yves Robert; individual; chapters, the contributors.",
2166,"Air-Cooled Chillers For Sustainable, High-Density Data Centers","The accelerated adoption of artificial intelligence (AI) has caused a surge in demand for data center capacity--growth projected to triple by 2030.<sup>1</sup> The complex workloads of AI-powered computing mean data centers are shifting toward high-performance compute (HPC) rack densities that often trend toward 50 kW per rack. To keep pace, data center owners must optimize available data hall space, creating higher-density facilities that carry a unique set of challenges when it comes to achieving operational performance and sustainability. This article examines how air-cooled magnetic bearing chillers can enhance energy efficiency, improve water usage effectiveness and support decarbonization in high-density data centers now and in the future. \textcopyright ASHRAE.",
2194,Sustainability challenges in high-performance computing manufacturing addressing CO2emissions and energy consumption issues,"This study introduces ADCO, a hybrid model combining adaptive boosting regression (ADAR) with electric charged particles optimization (ECPO), designed to enhance predictive accuracy in modeling the environmental impact of high-performance computing (HPC) manufacturing. There is an environmental cost associated with the drive to develop HPC systems that are quicker and more potent, including increasing CO<sub>2</sub> emissions and energy use. Understanding and reducing HPC's environmental effect is essential as its demand rises. This work uses ADAR and light gradient boosting regression (LGBR) to examine energy usage and CO<sub>2</sub> emissions in HPC manufacturing. smell agent optimization (SAO) and electric charged particles optimization (ECPO) are employed for hyperparameter optimization to achieve high prediction accuracy and model convergence. The results show that the improved models work better and provide insightful information for cutting emissions and energy use in the HPC sector. These results support the creation of more ecologically friendly production methods in a rapidly evolving technological environment. ADCO excelled in predicting energy trends with Test RMSE 50.999 and R<sup>2</sup> 0.986, while ADA struggled, showing higher Test RMSE 79.882 and lower R<sup>2</sup> 0.964. The optimal input for forecasting energy consumption is derived from visualizations that focus on both energy consumption and CO<sub>2</sub> emissions, with cement identified as a key feature in each. \textcopyright 2026 Walter de Gruyter GmbH, Berlin/Boston.",
2197,Energy Efficiency of a New Parallel PIC Code for Numerical Simulation of Plasma Dynamics in Open Trap,"The generation of energy-efficient parallel scientific codes became very important in the time of carbon footprint reduction. In this paper, we briefly present our latest particle-in-cell code with the results of a numerical simulation of plasma dynamics in an open trap. This code can be auto-vectorized by the Fortran compiler for Intel Xeon processors with AVX-512 instructions such as Intel Xeon Phi and the highest series of all generations of Intel Xeon Scalable processors. Efficient use of processor architecture is the main feature of an energy-efficient solution. We present a step-by-step methodology of energy consumption calculation using Intel hardware features and Intel VTune software. We also give an estimated value of carbon footprint with the impact of high-performance water cooled hardware. The Power Usage Effectiveness (PUE) in the case of high-performance water cooled hardware is equal to 1.03–1.05, and is up to 1.3 in the case of air-cooled systems. This means that power consumption of liquid cooled systems is lower than that air-cooled ones by up to 25\%. All these factors play an important role in the carbon footprint reduction problem. \textcopyright 2022 by the authors.",
2202,"Navigating Dennard, Carbon and Moore: Scenarios for the Future of NSF Advanced Computational Infrastructure","After a long period of steady improvement, scientific computing equipment (SCE, or HPC) is being disrupted by the end of Dennard scaling, the slowing of Moore's Law, and new challenges to reduce carbon, to fight climate change. What does this mean for the future? We develop a system and portfolio model based on historical NSF XSEDE site systems and apply it to examine potential technology scenarios and what they mean for future compute capacity, power consumption, carbon emissions, datacenter siting, and more. \textcopyright 2022 ACM.",
2203,From HPC Datacenters to Grid-integrated AI Datacenters,"To provide understanding of the opportunities and challenges of datacenters, we describe the basic elements of a datacenter – including power distribution, cooling, and of course computing. We elucidate how these systems create opportunities for dynamic flexibility in capacity, the key element required for grid-integration, and the driving motivation for variable capacity scheduling. We discuss grid dynamics and how growing datacenter demand challenges the decarbonization of the grid with variable renewable generation. This leads to discussion of the important role that datacenters can play in both increasing grid power capacity and accelerating grid decarbonization, and what datacenters (and computation workloads) need to do to help society forward into a more sustainable future, combined with the growth of artificial intelligence. Finally, we discuss some implications for scheduling problems, and some interesting research directions. \textcopyright selection and editorial matter, Anne Benoit, Andrew A. Chien, and Yves Robert; individual; chapters, the contributors.",
2205,Blockchain Digital Twin To Modeling Data Center,"Data Center (DC) 's energy consumption has skyrocketed due to the surge in digital technology, services, and associated applications. By 2030, they are expected to consume 13\% of the global energy demand, potentially up to 21\%, and release 8\% of the associated global carbon emissions. This can lead to significant operational costs, power security impacts, and environmental threats. Prior heuristics, statistics, and engineering approaches are ineffective in improving energy efficiency because of the sheer number of configurations, non-linear parameter interactions, and vast amounts of operating data. Hence, optimizing a DC, particularly the class of High-Performance Computing (HPC) clusters, is a significant concern. Integrating the IoT, sensors, and intelligent devices has significantly contributed to generating vast operational management data from various aspects of the DC industry. Indeed, effectively modeling and processing this data could improve energy efficiency, ensure reliability, reduce operating costs, and sustainably manage DC. This study proposes a holistic approach based on Blockchain Digital Twin, augmented by Artificial Intelligence (AI) processed data to represent the DC physical complex system in virtual and tokenized models. The objective is to obtain near-real-time prediction, optimization, monitoring, controlling and improved decision-making. In detail, the methodology, the architecture and steps taken to develop a scalable analytical dashboard in Blockchain are shown. The pioneering Blockchain DC Digital Twin approach is experimented with in a real infrastructural setting; ENEA HPC Cluster namely CRESCO7 learns from actual operational data and allows the management, monitoring, and control in real-time visualization of the whole DC, thus allowing coverage of the DC status and the optimization of its functionalities. The authors also aim to show the achieved benefits of the Blockchain Digital Twin DC challenge for various stakeholders. \textcopyright 2025 Proceedings of the International Conferences IADIS Information Systems 2025 and e-Society 2025. All rights reserved.",
2234,Scaling up to problem sizes: an environmental life cycle assessment of quantum computing,"With the demonstrated ability to perform calculations in seconds that would take classical supercomputers thousands of years, quantum computers namely hold the promise of radically advancing sustainable IT. However, quantum computers face challenges due to the inherent noise in physical qubits, necessitating error correction for reliable operation in solving industrial-scale problems, which will require more computation time, energy, and electronic components than initial laboratory-scale experiments. Yet, while researchers have modeled and analyzed the environmental impacts of classical computers using Life cycle assessment the environmental performance of quantum computing remains unknown to date. This study contributes to filling this critical gap in two ways: (1) by establishing an environmental profile for quantum computers based on superconducting qubits; and (2) by comparing it to a functionally equivalent profile of a state-of-the-art supercomputer. With the comparison based on the problem size, the paper shows how the usage time can drive an environmental advantage for quantum computers under specific scaling conditions and quantum error correcting codes. The results emphasize that quantum error correction hardware has a substantial environmental impact due to the numerous electronic components needed to achieve 100 logical qubits. This paper can serve as a basis for designing more environmentally friendly quantum computers and for establishing their environmental profiles, as well as those of the human activities that will use them. \textcopyright 2025 The Author(s). Published by IOP Publishing Ltd.",
2321,Computility Planning for~Sustainable Supercomputing Centers,"With the surge in computationally intensive applications, supercomputing centers (SCs) must balance high-performance computing with sustainability amid dynamic energy markets and carbon policies. This paper presents the Cost-Effective Optimization Planning (CEOP) framework, which uses Mixed-Integer Linear Programming (MILP) to optimize long-term resource planning across distributed SCs. CEOP integrates time-variant electricity pricing, renewable energy availability, region-specific subsidies, and cross-regional data transmission into a unified model. Its multi-objective optimization minimizes operational costs, energy use, and carbon emissions while meeting service-level agreement (SLA) requirements, effectively balancing cost, sustainability, and performance. Simulations with real-world data show CEOP cuts annual operational costs by about 20\% compared to traditional approaches, providing SC operators with actionable strategies for sustainable, large-scale computing infrastructure. \textcopyright The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2026.",
2337,The role of environmental ethics and sustainability in research ethics for linguistics: What is currently available in terms of guidance and how might that be improved?,"Ecological sustainability has become a central concern in academic and political discourse and should be considered in research ethics guidelines. However, despite growing environmental awareness, current research ethics guidelines overlook the environmental impacts of academic activities such as travel, lab-based research, and high-performance computing. We argue that it is now imperative to incorporate environmental ethics in these guidelines, aligning them with the 17 sustainable development goals (SDGs) of the UN. Drawing on empirical impact studies, we propose both general recommendations applicable across disciplines and specific guidance for linguistic research that involves high-performance computing, laboratory research, and fieldwork. We also discuss how environmental issues can be addressed in ecolinguistics, linguistics teaching, outreach, and knowledge transfer. In our recommendations, we focus on researchers' responsible use of natural resources in academic practices, including travel, conferences, events, laboratory work, and institutional operations. \textcopyright 2025 the author(s), published by De Gruyter, Berlin/Boston.",
2405,Ten simple rules for building and maintaining sustainable high-performance computing infrastructure for research in resource-limited settings,,
2422,Data Science Approach To Modelling And Optimising Data Center Energy Efficiency,"The rapid digitisation has led to a surge in DCs energy consumption, projected to reach 21\% of global demand by 2030. This poses significant operational and environmental impacts. The integration of IoT and sensors has generated vast amounts of operational data, which, if effectively modelled, can enhance energy efficiency and reduce costs. Traditional so- lutions are inadequate due to the complexity and non-linear system interactions of DCs and the growing volume of monitored operational data. This paper develops a comprehensive hy- brid CNN-LSTM deep learning model that combines Convolutional Neural Networks' (CNNs') ability to recognise spatial and complex operational patterns with Long Short-Term Memory (LSTMs') strength in handling temporal dependencies to predict DC ambient temperature, thereby enhancing energy efficiency while maintaining thermal compliance. Trained on opera- tional data from the Enea HPC CRESCO6 cluster and compared its effectiveness with CNN and LSTM, the model outperformed CNN and LSTM models, achieving a Mean Absolute Error (MAE) of 0.0401 in predicting ambient temperature every 15 minutes. A sensitivity analysis with cooling fan speed set-points (\pm10\%, \pm25\%, and \pm50\%) showed the model's adaptability, with a \pm50\% set-points demonstrates for monitoring and optimising cooling settings, ultimately enhance energy efficiency. \textcopyright 2024, Scipedia S.L., All rights reserved.",
2492,Chasing Carbon: The Elusive Environmental Footprint of Computing,"Given recent algorithm, software, and hardware innovation, computing has enabled a plethora of new applications. As computing becomes increasingly ubiquitous, however, so does its environmental impact. This paper brings the issue to the attention of computer-systems researchers. Our analysis, built on industry-reported characterization, quantifies the environmental effects of computing in terms of carbon emissions. Broadly, carbon emissions have two sources: operational energy consumption, and hardware manufacturing and infrastructure. Although carbon emissions from the former are decreasing thanks to algorithmic, software, and hardware innovations that boost performance and power efficiency, the overall carbon footprint of computer systems continues to grow. This work quantifies the carbon output of computer systems to show that most emissions related to modern mobile and data-center equipment come from hardware manufacturing and infrastructure. We therefore outline future directions for minimizing the environmental impact of computing systems. \textcopyright 2021 IEEE.",
2503,Toward Sustainable and~Cost-Efficient HPC Systems: A Deep Reinforcement Learning Job Scheduling Approach,"Hybrid-powered High Performance Computing (HPC) centers can reduce both operational costs and carbon footprints by aligning job execution with renewable supply and time-varying electricity prices. However, existing Deep Reinforcement Learning (DRL) schedulers often neglect price signals, rely on synthetic energy traces, or conflate job selection and delay, limiting their real-world applicability. This work introduces a cost-aware, multi-action DRL framework that embeds a hybrid energy cost model into an HPC scheduling environment, enabling agents to incorporate dynamic price signals and renewable forecasts while decoupling job selection from execution delay. Evaluated on production-scale workload traces and measured renewable profiles, the proposed scheduler consistently reduces energy costs, improves renewable utilization, and maintains competitive job responsiveness compared with heuristic and learning-based baselines. These results demonstrate a practical path toward economically and environmentally sustainable HPC operations. \textcopyright The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2026.",
2520,Fast could be green? The carbon emission effect of large computing clusters in China,"Given the growing demand for computational power, fostering the transition to green digital infrastructure becomes particularly paramount. This study focuses on the National Supercomputing Center (NSC) in China, using inter-city data and employing the spatial difference-in-differences (SDID), synthetic control methods (SCM), as well as the synthetic DID, to examine the impact of NSC on carbon emissions. Results show that the NSC significantly contributes to increased carbon emissions, primarily due to heightened regional electricity consumption and energy use (scale effect). Although NSC can mitigate these adverse effects by promoting green innovations, enhancing digitization (technology effect), and improving energy structure (composition effect), the impacts remain relatively limited. Heterogeneity tests reveal inter-city differences in NSC's carbon emission effects and its positive role in reducing other pollutants, with urban digitization shown to help mitigate these emissions. The findings underscore the need for policies that optimize NSC energy structure, support green innovation, and promote industrial upgrades. Future efforts should also focus on elevating the level of digitization to surmount the potential turning point of the Kuznets curve. \textcopyright The Author(s), under exclusive licence to Springer Nature B.V. 2025.",
2521,The Impact of Computational Power on Environmental Sustainability – A Comparative Study Involving Two Categories of National-Level Computing Infrastructure,"Given the pivotal role of data and computational prowess in driving innovative competitiveness during the digital epoch, this study expands the scrutiny of environmental impacts stemming from digital technology. It investigates two distinct strata of national-level computing infrastructure (CI)-- namely, the National Supercomputing Centers (NSCs) and the National Big Data Centers (NBDCs)-- focusing on their influence on urban carbon emissions. Employing the synthetic control method, the research unveils that despite the heightened energy consumption at both the NSCs and the NBDCs (scale effect), these computational infrastructures exhibit disparate effects on urban carbon emissions. This incongruity is principally explicated as follows: the establishment of NSCs amplifies regional carbon emissions, while the carbon augmentation effects of the NBDCs are negligible. Furthermore, through examinations of technological effects and compositional effects, it is ascertained that the CI has not significantly improved the structure of local economic sectors, and its triggering effect on green innovation is only evident in NSCs. These discerning findings elucidate that high energy consumption is a major driver of carbon-intensive outcomes in supercomputing and data centers. Nonetheless, it is imperative to underscore that under favorable conditions, computing infrastructure still possesses the potential to significantly alleviate the adverse environmental ``side effects''. \textcopyright 2025, HARD Publishing Company. All rights reserved.",
