key,title,abstract,claude_decision,claude_reason,codex_decision,codex_reason,gemini_decision,gemini_reason
Chudoba2022,Strategies of a WLCG Tier-2 site to meet the challenge of ever growing demands on delivery of computing resources,"The current era of Exascale computing brings ever growing demands on the amount of available computing performance, storage capacity and network throughput. This affects also the massive computing infrastructure for management of data produced by the experiments at the LHC, the Worldwide LHC Computing Grid (WLCG). The standard financing used for many years enabling the resource growth of 10-20 \% is no more sufficient and to close the resource gap different methods are pursued. The sites involved in the WLCG are encouraged to find non-grid external resources to be used for WLCG tasks. Probably the most popular among them are High Performance Computing (HPC) Centers. In this contribution, we present an overview of one of the WLCG sites, the distributed Tier-2 center in Prague, Czech Republic. It is a standard example of a WLCG medium size Tier-2 center concerning the hardware resources, site management and the network connections within the WLCG, so a general picture of a WLCG Tier-2 site is provided. In addition, our site complies with the current trends supported by the WLCG. First it is the use of resources of the external national HPC center in Ostrava and second providing resources not only for the LHC experiments but also other particle and astro-particle experiments. This way we follow the recently adopted strategy towards a sustainable and shared infrastructure adapted to the needs of large Exascale science projects. In addition, we make use of BOINC which provides some minor contribution to our resources. \textcopyright Copyright owned by the author(s) under the terms of the Creative Commons.",,,,,,
Chulliyote20231129,Biomass-derived inherently doped multifunctional hierarchically porous carbon as an efficient electrode material for high-performance supercapacitors,"Energy storage devices capable of delivering high energy and power are crucial in fulfilling the ever-increasing energy demands. Supercapacitors (SCs) are electrochemical energy storage devices for next-generation applications, exhibiting high energy and power output with ultra-long cycle life. Biomass-derived porous carbon materials are extensively used for the realization of many green energy storage solutions owing to their low cost, abundance, and sustainable characteristics. This study explored an inherently doped hierarchically porous carbon (HPC) derived from an aromatic root, vetiver for SC application. HPC with innately doped iron oxide nanoparticles and heteroatoms (nitrogen and oxygen) was prepared using a facile chemical activation method. The influence of pyrolysis temperature on HPC's morphology, pore structure, and energy storage characteristics was investigated. HPC prepared at 800~\textdegreeC (HPC-800~\textdegreeC) demonstrated a tubular morphology with a large specific surface area of 1879 m<sup>2</sup>~g<sup>-1</sup> and a total pore volume of 0.91 cm<sup>3</sup>~g<sup>-1</sup>. The tubular morphology in combination with inherent functionalities in HPC augments the transport of ions and electrons within the carbonaceous matrix. Reaping these benefits, the as-fabricated symmetric SC using HPC-800~\textdegreeC electrodes exhibited a maximum energy density of 67.8~W~h~kg<sup>-1</sup> and power density of 15,000~W~kg<sup>-1</sup> with ~ 88\% capacitance retention after 10,000 cycles. This study opens a scope for developing green supercapacitors for next-generation energy storage systems. \textcopyright 2022, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",,,,,,
Chungu2019458,Available discharge capacity estimation according to crate variation of second-used battery,"As the number of used batteries increases, recycling the used batteries becomes an issue. One of the most notable ways to recycle used batteries is to create a new energy storage system with a used battery. In case of used battery, however, the life expectancy is low. Therefore, if a used battery is required to construct a low-cost system to perform a grid-scale energy storage, it should be considered how to use batteries efficiently. The fresh-battery oriented state-of-charge (SOC) or state-of-health (SOH) algorithms such as Kalman filter or extended Kalman filter which require the internal parameter of battery is not proper for used battery system. In general, experimental steps to measure the internal parameters of a battery take a long time. Whereas, the ampere counting method is almost real time process, so more appropriate for the used battery system. Basically, it can be used only with measuring the available discharge capacity of a battery. However, in the case of used lithium-ion battery, the variation of the available discharge capacity is greater as the C-rate changes, than that of the fresh battery is. In this paper, algorithm for estimation about available discharge capacity according to C-rate of second used battery is proposed. Since the proposed algorithm in this paper estimates the available discharge capacity according to the C-rate and SOH variations, it can minimize an error of the ampere counting. Since the base of the algorithm is ampere counting, it does not require a high-performance computing processor. Therefore, this second used battery system can be configured in low cost. \textcopyright 2019 Association for Computing Machinery.",,,,,,
Cianfrocco2017,COSMIC2: A science gateway for cryo-electron microscopy structure determination,"Structural biology is in the midst of a revolution. Instrumentation and software improvements have allowed for the full realization of cryo-electron microscopy (cryo-EM) as a tool capable of determining atomic structures of protein and macromolecular samples. These advances open the door to solving new structures that were previously unattainable, which will soon make cryo-EM a ubiquitous tool for structural biology worldwide, serving both academic and commercial purposes. However, despite its power, new users to cryo-EM face significant obstacles. One major barrier consists of the handling of large datasets (10+ terabytes), where new cryo-EM users must learn how to interface with the Linux command line while also dealing with managing and submitting jobs to high performance computing resources. To address this barrier, we are developing the COSMIC2 Science Gateway as an easy, web-based, science gateway to simplify cryo-EM data analysis using a standardized workflow. Specifically, we have adapted the successful and mature Cyberinfrastructure for Phylogenetic Research (CIPRES) Workbench [8] and integrated Globus Auth [6] and Globus Transfer [7] to enable federated user identity management and large dataset transfers to Extreme Science and Engineering Discovery Environment's (XSEDE) [1] high performance computing (HPC) systems. With the support of XSEDE's Extended Collaborative Support Services (ECSS) [16] and the Science Gateway Community Institute's (SGCI) Extended Developer Support (EDS), this gateway will lower the barrier to high performance computing tools and facilitate the growth of cryo-EM to become a routine tool for structural biology. \textcopyright 2017 ACM.",,,,,,
Cica202343,Machinability investigation and sustainability analysis of high-pressure coolant assisted turning of the nickel-based superalloy Inconel 718,"In recent years, issues related to eco-friendly machining have received more and more attention, leading to the development of new cooling/lubrication techniques. Herein, the paper investigates the effect of high-pressure coolant (HPC) supply on machining performance of Inconel 718 and compare with conventional flood cooling. Significant improvement in tool life, tool wear, tool-chip contact length, material removal volume, and cutting forces have been observed from the outcomes of HPC cooling condition. Moreover, in order to study the environmental impact of machining Inconel 718, a carbon emissions model was established and analyzed for high-pressure and flood cooling conditions, taking into account the carbon emissions from energy, material, cutting tool, and cooling/lubrication fluid. HPC assisted machining was revealed to be better as it makes possible a reduction in overall carbon emissions at higher cutting speeds. In addition, economic analysis for both cutting environments was also carried out. Significant improvement in reduction of the overall machining cost was observed under HPC conditions, especially at higher cutting speeds. In a nutshell, the findings revealed better performance of HPC assisted machining, with regard to machinability, environmental, and economic issues. \textcopyright IMechE 2022.",,,,,,
Cica2024162,Predictive modeling of turning operations under different cooling/lubricating conditions for sustainable manufacturing with machine learning techniques,"Sustainable manufacturing is one of the most important and most challenging issues in present industrial scenario. With the intention of diminish negative effects associated with cutting fluids, the machining industries are continuously developing technologies and systems for cooling/lubricating of the cutting zone while maintaining machining efficiency. In the present study, three regression based machine learning techniques, namely, polynomial regression (PR), support vector regression (SVR) and Gaussian process regression (GPR) were developed to predict machining force, cutting power and cutting pressure in the turning of AISI 1045. In the development of predictive models, machining parameters of cutting speed, depth of cut and feed rate were considered as control factors. Since cooling/lubricating techniques significantly affects the machining performance, prediction model development of quality characteristics was performed under minimum quantity lubrication (MQL) and high-pressure coolant (HPC) cutting conditions. The prediction accuracy of developed models was evaluated by statistical error analyzing methods. Results of regressions based machine learning techniques were also compared with probably one of the most frequently used machine learning method, namely artificial neural networks (ANN). Finally, a metaheuristic approach based on a neural network algorithm was utilized to perform an efficient multi-objective optimization of process parameters for both cutting environment. \textcopyright 2020, Djordje Cica, Branislav Sredanovic, Sasa Tesic and Davorin Kramar.",,,,,,
Cizmar2006429,Arch bridge made of reactive powder concrete,"Concrete is the most commonly used building material. It is used for buildings, industrial structures, bridges and dams. Every day the concrete is being improved, to achieve better characteristics, reduce price and to be environmental acceptable. In the introduction an historical overview of concrete is given - beginning in the 1950s when the compression strength was 40 N/mm2. Today this is the Industry standard. Concrete with compression strength greater than 40 N/mm2 is called high performance concrete (HPC). The first HPS concretes were made in 1960. Around 1990, Reactive Powder Concrete (RPC) started to appear. Their strengths go up to 800 N/mm<sup>2</sup>. Today, HPC is limited to bridges, and RFC is still very rarely used. In this work we present a method for making a RFC composite material with a compression strength of up to 170 N/mm<sup>2</sup>. Preparation and testing of material is performed in the laboratory of the Faculty of Civil Engineering in Zagreb. In addition to the mechanical properties, the durability parameters are also tested. Detailed concrete mix proportions are given in the article. The possibility that RFC could be used to construct an arch bridge over Bakar strait (Croatia) is analyzed. The bridge would have arch span of 432 m. Due to very high compression strength of RFC the span length may be increased, therefore reducing the total construction cost. RFC is also used to increase the resistance to freeze-thaw cycles, increase abrasion resistance, and reduce chloride permeability. Many large Adriatic bridges have experienced durability problems that are primarily the result of using standard concrete. Each of these durability enhancements provided by RFC decrease maintenance costs and lengthens the service life of a structure, which is vital for bridges in the Adriatic region.",,,,,,
Clancy20242161,Spatiotemporal dynamics of hippocampal-cortical networks underlying the unique phenomenological properties of trauma-related intrusive memories,"Trauma-related intrusive memories (TR-IMs) possess unique phenomenological properties that contribute to adverse post-traumatic outcomes, positioning them as critical intervention targets. However, transdiagnostic treatments for TR-IMs are scarce, as their underlying mechanisms have been investigated separate from their unique phenomenological properties. Extant models of more general episodic memory highlight dynamic hippocampal-cortical interactions that vary along the anterior-posterior axis of the hippocampus (HPC) to support different cognitive-affective and sensory-perceptual features of memory. Extending this work into the unique properties of TR-IMs, we conducted a study of eighty-four trauma-exposed adults who completed daily ecological momentary assessments of TR-IM properties followed by resting-state functional magnetic resonance imaging (rs-fMRI). Spatiotemporal dynamics of anterior and posterior hippocampal (a/pHPC)-cortical networks were assessed using co-activation pattern analysis to investigate their associations with different properties of TR-IMs. Emotional intensity of TR-IMs was inversely associated with the frequency and persistence of an aHPC-default mode network co-activation pattern. Conversely, sensory features of TR-IMs were associated with more frequent co-activation of the HPC with sensory cortices and the ventral attention network, and the reliving of TR-IMs in the ``here-and-now'' was associated with more persistent co-activation of the pHPC and the visual cortex. Notably, no associations were found between HPC-cortical network dynamics and conventional symptom measures, including TR-IM frequency or retrospective recall, underscoring the utility of ecological assessments of memory properties in identifying their neural substrates. These findings provide novel insights into the neural correlates of the unique features of TR-IMs that are critical for the development of individualized, transdiagnostic treatments for this pervasive, difficult-to-treat symptom. \textcopyright The Author(s) 2024.",,,,,,
Clave2023,"Optimizing the Balance Between Production Availability, Capex and Opex of Projects While Managing Environmental Aspects with a Simulation Tool","With economic and environmental constraints growing stronger every day, engineering high-performance system architectures at an acceptable cost is of critical importance. The ability to quickly model the various alternatives under consideration in order to calculate their production availability plays a key role here. The basis of the technique our team worked out is in fact not really new. The idea is to build a Production Availability or RAM model into a specific tool in a block flow diagram format, that is a well-known approach. Then, by integrating GHG emission estimates and costs, and by modeling the different options under study, the results obtained can provide decision aid support to project teams and operated sites. Many aspects can be tested on future or new installations: design/redundancy levels, operating philosophy, maintenance philosophy, spare part management\ldots The final objective is to compare the different options and determine the one optimizing at the best the balance between performances, costs, and environmental aspects. It is important to point out that economic i.e. CAPEX, OPEX, cash flow, NPV\ldots calculations performed can only provide rough estimates. Indeed, all topics being not covered in detail, these first economic results have to be confirmed by real calculations performed by architects or strategy team members. The new modeling/simulation tool has been developed in the GRIF software suite environment and is named GRIF-Petro. It is the only software module of its kind in our industry. It has significantly modified the working methods of our reliability engineers and field development engineers, providing effective decision support. It has enabled us to test and validate proposals that have reduced CAPEX and OPEX by more than \$400 million over the past 3 years. New uses for these models are likely to emerge as modeling times are drastically reduced and the solution is connected to our supercomputer. First, our team would like to acknowledge and give our warmest thanks to Jean-Pierre Signoret, retired from TotalEnergies, for having developed 40 years ago the mathematical bases of GRIF that still today make this multi-approach tool one of the best RAM analysis software of the market. Jean-Pierre also conducted the first development activities that allowed to obtain the first interfaces and the first modules of the software suite in the early 2000s. \textcopyright 2023, Society of Petroleum Engineers.",,,,,,
Coady2023119,Strengthening Prevention Systems to Address the Overdose Crisis Through the HEAL Prevention Cooperative and HEAL Preventing Opioid Use Disorder Research Program,"The HEAL Prevention Cooperative (HPC), a subset of the HEAL Preventing Opioid Use Disorder (OUD) Research Program, addresses the evidence gap of interventions for populations at higher risk for opioid use initiation, escalation, and disorder. Designed to yield programs that can be scaled up for dissemination, the studies address topics critical to systematic implementation including data harmonization, intervention costs, culturally responsive services, community engagement, working across the continuum of care, and bringing interventions to market. Ideally, interventions found to be effective will be considered for adoption by community stakeholders. However, the introduction and sustained use of evidence-based approaches remain challenging across the prevention field. Using SAMHSA/CSAP's framework for describing a modern and effective prevention system (Early Action, Easy Access, Effective Delivery, and Equitable Opportunities – the 4Es), this commentary describes ways to engage states, jurisdictions, territories, tribes, and communities to apply the lessons learned and pre-position their respective prevention systems for broad-scale implementation of HPC interventions. \textcopyright 2023, This is a U.S. Government work and not under copyright protection in the US; foreign copyright protection may apply.",,,,,,
Coates2026,Boring Beetles and Super Models: Mapping Potential Distributions of a New Invader,"Aim: Predicting the potential distribution of an invasive species is critical for informing decisions around surveillance, containment and eradication. Mechanistic species distribution models directly describe how aspects of the environment affect organismal fitness through space and time. These models also provide insight into population dynamics, such as rates of population growth and spread. Here, we develop a temperature-dependent stage-structured population dynamic model for a globally significant invader, the polyphagous shot hole borer (PSHB). We use this model to predict the beetle's potential distribution across its invaded range. Location: Australia, South Africa, USA, Israel, South America. Taxon: Euwallacea fornicatus. Methods: We synthesise previous studies to parameterise our population dynamic model, estimating population growth as a function of temperature within a host tree. We ran the model over 1 year using daily climate data across regions with invasive PSHB populations. To make predictions over large spatial scales, we ran the model using the Pawsey supercomputing system. Habitat suitability was mapped according to population growth (and, in Australian simulations, host tree availability). We also used the model to estimate the mortality of adults during between-host dispersal (an uncertain parameter) and to predict spread rate. Results: Distribution maps indicate that PSHB currently occupies the most climatically suitable parts of California and Israel, but is yet to invade the most suitable regions in Australia, South Africa and South America. The model shows the species is capable of very high population growth. We estimated that for current populations to persist, the loss through between-host dispersal mortality needs to be < 40\%. The maximum spread rate (discounting transport by humans) was estimated to be 3.75 km/year. Main Conclusions: PSHB causes serious damage to urban and agricultural trees, and the continued expansion of its global distribution is a major concern. Our model provides insights into the spatial and temporal heterogeneity of invasion risk, to assist global efforts to manage the ongoing invasion of this species. Predictions could be further honed with the availability of more comprehensive datasets on PSHB life history, internal tree temperatures and host tree distributions. \textcopyright 2026 John Wiley \& Sons Ltd.",,,,,,
Cocana-Fernandez2016,Improving the eco-efficiency of high performance computing clusters using EECluster,"As data and supercomputing centres increase their performance to improve service quality and target more ambitious challenges every day, their carbon footprint also continues to grow, and has already reached the magnitude of the aviation industry. Also, high power consumptions are building up to a remarkable bottleneck for the expansion of these infrastructures in economic terms due to the unavailability of sufficient energy sources. A substantial part of the problem is caused by current energy consumptions of High Performance Computing (HPC) clusters. To alleviate this situation, we present in this work EECluster, a tool that integrates with multiple open-source Resource Management Systems to significantly reduce the carbon footprint of clusters by improving their energy efficiency. EECluster implements a dynamic power management mechanism based on Computational Intelligence techniques by learning a set of rules through multi-criteria evolutionary algorithms. This approach enables cluster operators to find the optimal balance between a reduction in the cluster energy consumptions, service quality, and number of reconfigurations. Experimental studies using both synthetic and actual workloads from a real world cluster support the adoption of this tool to reduce the carbon footprint of HPC clusters. \textcopyright 2016 by the authors.",,,,,,
Cocana-Fernandez2019_2,Eco-efficient resource management in HPC clusters through computer intelligence techniques,"High Performance Computing Clusters (HPCCs) are common platforms for solving both up-to-date challenges and high-dimensional problems faced by IT service providers. Nonetheless, the use of HPCCs carries a substantial and growing economic and environmental impact, owing to the large amount of energy they need to operate. In this paper, a two-stage holistic optimisation mechanism is proposed to manage HPCCs in an eco-efficiently manner. The first stage logically optimises the resources of the HPCC through reactive and proactive strategies, while the second stage optimises hardware allocation by leveraging a genetic fuzzy system tailored to the underlying equipment. The model finds optimal trade-offs among quality of service, direct/indirect operating costs, and environmental impact, through multiobjective evolutionary algorithms meeting the preferences of the administrator. Experimentation was done using both actual workloads from the Scientific Modelling Cluster of the University of Oviedo and synthetically-generated workloads, showing statistical evidence supporting the adoption of the new mechanism. \textcopyright 2019 by the authors.",,,,,,
Cole2020599,A Design-to-Device Pipeline for Data-Driven Materials Discovery,"ConspectusThe world needs new materials to stimulate the chemical industry in key sectors of our economy: environment and sustainability, information storage, optical telecommunications, and catalysis. Yet, nearly all functional materials are still discovered by ""trial-and-error"", of which the lack of predictability affords a major materials bottleneck to technological innovation. The average ""molecule-to-market"" lead time for materials discovery is currently 20 years. This is far too long for industrial needs, as highlighted by the Materials Genome Initiative, which has ambitious targets of up to 4-fold reductions in average molecule-to-market lead times. Such a large step change in progress can only be realistically achieved if one adopts an entirely new approach to materials discovery. Fortunately, a fundamentally new approach to materials discovery has been emerging, whereby data science with artificial intelligence offers a prospective solution to speed up these average molecule-to-market lead times.This approach is known as data-driven materials discovery. Its broad prospects have only recently become a reality, given the timely and major advances in ""big data"", artificial intelligence, and high-performance computing (HPC). Access to massive data sets has been stimulated by government-regulated open-access requirements for data and literature. Natural-language processing (NLP) and machine-learning (ML) tools that can mine data and find patterns therein are becoming mainstream. Exascale HPC capabilities that can aid data mining and pattern recognition and also generate their own data from calculations are now within our grasp. These timely advances present an ideal opportunity to develop data-driven materials-discovery strategies to systematically design and predict new chemicals for a given device application.This Account shows how data science can afford materials discovery via a four-step ""design-to-device"" pipeline that entails (1) data extraction, (2) data enrichment, (3) material prediction, and (4) experimental validation. Massive databases of cognate chemical and property information are first forged from ""chemistry-aware"" natural-language-processing tools, such as ChemDataExtractor, and enriched using machine-learning methods and high-throughput quantum-chemical calculations. New materials for a bespoke application can then be predicted by mining these databases with algorithmic encodings of relationships between chemical structures and physical properties that are known to deliver functional materials. These may take the form of classification, enumeration, or machine-learning algorithms. A data-mining workflow short-lists these predictions to a handful of lead candidate materials that go forward to experimental validation. This design-to-device approach is being developed to offer a roadmap for the accelerated discovery of new chemicals for functional applications. Case studies presented demonstrate its utility for photovoltaic, optical, and catalytic applications. While this Account is focused on applications in the physical sciences, the generic pipeline discussed is readily transferable to other scientific disciplines such as biology and medicine. Copyright \textcopyright 2020 American Chemical Society.",,,,,,
Collins2020259,Integrating industry seminars into a professional practice module to prepare students for future engineering challenges,"The postgraduate professional practice module at University College London (UCL) has been designed with a range of guest speakers to equip research students for the challenges of the 4<sup>th</sup> industrial revolution (``Industry 4.0''). This module supports the teaching of software engineering research students within the Department of Computer Science. The focus of the academic lectures are project management skills; providing an understanding of teamwork and leadership, and an appreciation of the importance of ethics, inclusion and diversity. The teaching is aligned with the aims of Responsible Research and Innovation (RRI) to foster inclusion and sustainability. The industry guest speakers cover a range of topics including: IoT, cloud computing, microservice architecture, security, and cognitive computing. The module currently integrates guest talks from Fujitsu and HSBC covering quantum technologies; microservice architecture and cloud-native development, HPC cloud provision, GDPR, and sustainability from RedHat, Form3, NGINX, and Verne Global. Detailed coverage of: distributed ledger technologies (DLTs) from Digital Asset; team organisation from ThoughtWorks; and cognitive computing, data architectures, and engineering trends from Instana, NetApp, and IBM. It was a considerable challenge to integrate these guest speaker talks with academic lectures, so that the module was delivered in a logical sequence. Without student-generated material and surveys to gauge the extent of understanding before each topic is covered, it would have been far more difficult to deliver this short module. Student feedback indicates that guest lectures help prepare them for their research projects and discussions following talks provide a valuable opportunity for professional-instrumental networking. \textcopyright 2020 SEFI 47th Annual Conference: Varietas Delectat... Complexity is the New Normality, Proceedings. All rights reserved.",,,,,,
Compson201833,Linking DNA Metabarcoding and Text Mining to Create Network-Based Biomonitoring Tools: A Case Study on Boreal Wetland Macroinvertebrate Communities,"Ecological networks are powerful tools for visualizing biodiversity data and assessing ecosystem health and function. Constructing these networks requires considerable empirical efforts, and this remains highly challenging due to sampling limitations and the laborious and notoriously limited, error-prone process of traditional taxonomic identification. Recent advancements in high-throughput gene sequencing and high-performance computing provide new ways to address these challenges. DNA metabarcoding, a method of bulk taxonomic identification from DNA extracted from environmental samples, can generate detailed biodiversity information through a standardizable analytical pipeline for species detection. When this biodiversity information is annotated with prior knowledge on taxon interactions, body size, and trophic position, it is possible to generate trait-based networks, which we call ``heuristic food webs''. Although curating trait matrices for constructing heuristic food webs is a laborious, often intractable process using manual literature surveys, it can be greatly accelerated via text mining, allowing knowledge of relevant traits to be gathered across large databases. To explore this possibility, we employed a General Architecture for Text Engineering (GATE) system to create a hybrid text-mining pipeline combining rule-based and machine-learning modules. This pipeline was then used to query online repositories of published papers for missing data on a key trait, body size, that could not be gathered from existing trophic link libraries of freshwater benthic macroinvertebrates. Combining text-mined body size information with feeding information from existing sources allowed us to generate a database of over 20,000 pairwise trophic interactions. Next, we developed a pipeline that uses taxa lists generated from DNA metabarcoding and annotates this matrix with trophic information from existing databases and text-mined body size data. In this way, we generated heuristic food webs for wetland sites within a large delta complex formed by the confluence of the Peace and Athabasca rivers in northern Alberta: the Peace–Athabasca delta. Finally, we used these putative food webs and their network properties to resolve spatial and temporal differences between the benthic subwebs of wetlands in the Peace and Athabasca sectors of the delta complex. Specifically, we asked two questions. (1) How do food web properties (e.g. number of links, linkage density, trophic height) differ between the wetlands of the Peace and Athabasca deltas? (2) How do food web properties change temporally in wetlands of the two deltas? We discuss using DNA-generated, trait-based food webs as a powerful tool for rapid bioassessment, assess the limitations of our current approach, and outline a path forward to make this powerful tool more widely available for land managers and conservation biologists. \textcopyright 2018 Elsevier Ltd",,,,,,
Cong2026,A Co-Designed High-Performance Computing and Visualization Framework for Near-Real-Time Sustainable Land Governance Decisions,"Sustainable land governance requires timely and accurate monitoring of land-use change to balance ecological, agricultural, and urban demands. Yet policymakers rarely receive actionable insights fast enough, because large-scale geospatial computation and rapid delivery remain disconnected. To close this gap, we introduce a Computational-Visualization Co-design (CVC) framework that welds a distributed high-performance computing engine to a real-time, preprocessing-free visualization system. Our approach represents a system-level innovation. It co-designs computational shards as visualization units, eliminating intermediate data reorganization. This co-design paradigm makes analytical results immediately visible. CVC processes a 20 TB imagery dataset and overlays millions of parcels 5–9 times faster than conventional engines. Map service publishing plummets from 168 h to just 7--a 24-fold speed-up--while client-side performance stays robust. The framework directly supports sustainable land management. It enables proactive monitoring, rapid impact assessment, and evidence-based policy formulation. Our work thus contributes to key Sustainable Development Goals related to land and cities. Validated with national survey data from China, the system merges analysis with instantaneous visual feedback, offering a practical route to sustainable land governance. \textcopyright 2026 by the authors.",,,,,,
Conrad2021605,"Sustainability and waste heat utilization at HPC centers; [Nachhaltigkeit und Abw\""armenutzung an HPC-Zentren]",N/A,,,,,,
Contaldo2025,"Long-read microbial genome assembly, gene prediction and functional annotation: a service of the MIRRI ERIC Italian node","Background: Understanding the structure and function of microbial genomes is crucial for uncovering their ecological roles, evolutionary trajectories, and potential applications in health, biotechnology, agriculture, food production, and environmental science. However, genome reconstruction and annotation remain computationally demanding and technically complex. Results: We introduce a bioinformatics platform designed explicitly for long-read microbial sequencing data to address these challenges. Developed as a service of the Italian MIRRI ERIC node, the platform provides a comprehensive solution for analyzing both prokaryotic and eukaryotic genomes, from assembly to functional protein annotation. It integrates state-of-the-art tools (e.g., Canu, Flye, BRAKER3, Prokka, InterProScan) within a reproducible, scalable workflow built on the Common Workflow Language and accelerated through high-performance computing infrastructure. A user-friendly web interface ensures accessibility, even for non-specialists. Conclusion: Through case studies involving three environmentally and clinically significant microorganisms, we demonstrate the ability of the platform to produce reliable, biologically meaningful insights, positioning it as a valuable tool for routine genome analysis and advanced microbial research. Copyright \textcopyright 2025 Contaldo, d'Acierno, Bosio, Venice, Perottino, Hoyos Rea, Varese, Cordero and Beccuti.",,,,,,
Conte201572,Parabolic solar collector coverage made of high-performance concrete with addition of active rice husk silica integrated to a biomass thermoelectric unit,"Production of active rice husk silica (ARHS) in bubbling fluidized bed boiler of a thermoelectric unit (TEU) and its addition to high performance concrete (HPC) with a compression resistance of 90 MPa was developed in the last 10 years. A first factory in Brazil was established at Alegrete town, RS, and other factories are under planning. Data of ARHS production, specification and HPC trace are presented. Design of parabolic solar collector coverage (PSCC) for air heating for biomass drying in a special silo of the TEU is presented as well. Cost of HPC/ARHS is 10 times less than steel (USD 200/ton vs. USD 2000/ton, specific mass 2.5 vs. 7.6 g/cm<sup>3</sup>, respectively). Those characteristics allow simultaneous solution of four ecological problems: large span coverage, rain water collection, daily solar energy collection and storage, and drying of biomass. The integration of those characteristics results in decrease of biomass consumption maintaining the same UTE efficiency. Tracking parabolic solar collector can be avoided between Cancer and Capricorn Tropics, and it is sufficient its eastern-western orientation with inclination to the Equator by the latitude angle. Coverage of the area occupied by TEU is sufficient to dry its biomass consumption. Preheating of boiler water with solar energy is possible decreasing biomass consumption in sunny days; biomass is partially consummed at night and cloudy days. Coupling the above technologies with high pressure steam TEU and fast-growing short-rotation forest gives to the biomass electrical energy generation a competitive economical position with hydraulic, coal, natural gas, and aeolic energy generation. \textcopyright (2015) Trans Tech Publications, Switzerland.",,,,,,
Cook2011,Cloud management,"<sup>1</sup>Cloud Computing offers a number of benefits, such as elasticity with the perception of unlimited resources, self-service, on-demand, automation, etc. However, these benefits create new requirements for management of Cloud computing. On the back-end, economic limitations dictate careful consolidation of servers with clear sustainability analysis; managed levels of abstractions are higher (from hardware, to VMs, to services); and reliability, availability, and supportability are built into higher levels of systems and services. On the client-side, Cloud services have to be easy to use/manage, perform well, and be reliable. On both sides, geographical distribution and its implications on business continuity is a rule rather than exception; scalability is built-in by design; and QoS is still being defined. In this paper, we discuss new requirements and approaches to Cloud management. We present a few examples of Cloud management for private, public, and HPC Clouds. Based on these, we derive conclusions about manageability of current platforms and then make predictions about the research challenges of future Cloud management. We expect these findings to help designers of next generation hardware and software platforms to develop more manageable systems and solutions. \textcopyright Copyright 2011 Hewlett-Packard Development Company, L.P.",,,,,,
Copolovici2015751,Temperature dependencies of Henry's law constants for different plant sesquiterpenes,"Sesquiterpenes are plant-produced hydrocarbons with important ecological functions in plant-to-plant and plant-to-insect communication, but due to their high reactivity they can also play a significant role in atmospheric chemistry. So far, there is little information of gas/liquid phase partition coefficients (Henry's law constants) and their temperature dependencies for sesquiterpenes, but this information is needed for quantitative simulation of the release of sesquiterpenes from plants and modeling atmospheric reactions in different phases. In this study, we estimated Henry's law constants (H<sub>pc</sub>) and their temperature responses for 12 key plant sesquiterpenes with varying structure (aliphatic, mono-, bi- and tricyclic sesquiterpenes). At 25\textdegreeC, Henry's law constants varied 1.4-fold among different sesquiterpenes, and the values were within the range previously observed for monocyclic monoterpenes. H<sub>pc</sub> of sesquiterpenes exhibited a high rate of increase, on average ca. 1.5-fold with a 10\textdegreeC increase in temperature (Q10). The values of Q10 varied 1.2-fold among different sesquiterpenes. Overall, these data demonstrate moderately high variation in H<sub>pc</sub> values and H<sub>pc</sub> temperature responses among different sesquiterpenes. We argue that these variations can importantly alter the emission kinetics of sesquiterpenes from plants. \textcopyright 2015 Elsevier Ltd.",,,,,,
Corbu2026,Artificial Intelligence-Based Prediction of Compressive Strength in High-Performance Eco-Friendly Concrete Incorporating Recycled Waste Glass,"This study investigates the application of artificial intelligence for predicting the compressive strength of a high-performance, eco-efficient engineered cementitious composite (ECC), designated mix S8-1, A. The composite incorporates supplementary cementitious materials and alternative aggregates derived from recycled glass waste. The binder system combines waste glass powder and silica fume, while the aggregate fraction includes recycled cobalt glass. An extensive experimental program involving 14 mixtures tested at 7, 28, 56, 90, and 120 days was performed to establish the reference mechanical and rheological properties. Mix S8-1, A achieved strength class C60/75 and workability corresponding to consistency class S4. To substantiate long-term performance, microstructural and chemical analyses were conducted on specimens preserved since 2011, using scanning electron microscopy (SEM) and X-ray fluorescence (XRF). The results confirmed a stable, densified microstructure, evidencing the long-term durability of the patented ECC formulation. For predictive modeling, a shallow feedforward artificial neural network with three hidden layers was developed and trained on 70 dataset entries representing mixture proportions and curing ages. Model performance was evaluated using cross-validation, achieving a coefficient of determination (R<sup>2</sup>) of 0.968, a mean absolute error of 1.96 MPa, and a root mean square error of 2.52 MPa. The results demonstrate that AI-based approaches can accurately predict the compressive strength of high-performance, environmentally sustainable ECCs incorporating recycled glass constituents, supporting both performance optimization and resource-efficient material design. \textcopyright 2026 by the authors.",,,,,,
